hhid,Wave,Site,hours,days,cost,subsidy
432303017,1993,2,,,,
432303018,1989,2,12,,,
432303019,1989,2,,,,
432303019,1991,2,,,12,
432303019,1993,2,,,40,
432303020,1989,2,,,,
432304002,2004,2,,,50,
432304002,2006,2,,,100,
432304011,1989,2,,0,40,
432304011,2000,2,,,,
432304013,1989,2,,0,0,
432304014,1989,2,2,3,10,
432304015,1989,2,3,2,20,
432304016,1989,2,1,1,50,
432304017,1989,2,1,0,0,
432304017,1991,2,,,8,
432304021,2000,2,,,,
432304101,2006,2,,,30,
432401006,1989,2,24,7,0,
432401006,1993,2,,,100,
432401007,1997,2,,,,
432401009,1989,2,8,6,20,
432401011,1989,2,24,6,0,
432401011,1993,2,,,100,
432401012,1989,2,24,6,0,
432401017,1989,2,24,6,0,
432401017,1991,2,,,0,4
432401020,2000,2,,,,
432401101,2006,2,,,,
432402002,1989,2,,0,1,0
432402002,1993,2,,,20,0
432402014,1993,2,,,,
432402020,1993,2,,,,
432402101,2006,2,,,30,
432402102,2006,2,,,200,
432403004,1989,2,,,,
432403005,1989,2,,,,
432403006,2000,2,,,,
432403008,2006,2,,,100,
432403010,2000,2,,,,
432403012,1993,2,,,,0
432403013,1993,2,,,,
432403018,2000,2,,,,
432403020,2000,2,,,,
432404001,1993,2,,,20,0
432404002,2006,2,,,100,
432404003,1989,2,,,30,
432404003,1993,2,,,40,0
432404005,2006,2,,,200,
432404006,1993,2,,,15,
432404007,1993,2,,,,
432404015,1993,2,,,20,
432404016,1989,2,2,2,0,
432404016,1993,2,,,20,
432404017,2006,2,,,150,
432404018,1989,2,,0,0,
432404020,1989,2,,0,15,
451101007,1989,1,10,,50,
451101007,2000,1,,,300,
451101009,1989,1,,,,
451101009,1993,1,,,60,
451101011,1989,1,,,30,
451101014,1989,1,,,0,
451101016,1989,1,,,0,
451101019,1989,1,,,0,
451101019,1991,1,,,40,
451101020,1989,1,,,0,
451101020,1991,1,,,48,
451102005,1989,1,4,7,0,
451102006,1989,1,,,50,
451102008,1993,1,,,85,5
451102009,1989,1,,,,
451102010,1989,1,8,6,30,20
451102010,1997,1,,,,
451102013,1989,1,,,,
451102014,1991,1,,,45,
451102015,1989,1,,,,0.9
451102063,2006,1,,,300,
451102066,2006,1,,,,
451102067,2004,1,,,,
451102101,2006,1,,,,
451102102,2006,1,,,,
451103001,1989,1,,0,,
451103001,1993,1,,,120,0
451103002,1989,1,,0,0,
451103002,1993,1,,,30,
451103003,1989,1,6,7,0,
451103003,1991,1,,,30,
451103003,1993,1,,,150,0
451103004,1989,1,,0,,
451103004,1993,1,,,120,
451103005,1989,1,6,6,30,
451103005,1993,1,,,170,0
451103007,1991,1,,,30,
451103007,1993,1,,,80,
451103008,1991,1,,,70,
451103008,1993,1,,,60,
451103008,2000,1,,,,
451103010,1989,1,,7,39,
451103010,1991,1,,,40,
451103010,1993,1,,,100,0
451103011,1989,1,,0,0,
451103011,1991,1,,,30,
451103011,1997,1,,,50,0
451103012,1989,1,,0,0,
451103012,1993,1,,,70,
451103013,1989,1,,0,0,
451103013,1991,1,,,70,
451103013,1993,1,,,45,
451103017,1989,1,,,,
451103017,1991,1,,,25,
451103018,1989,1,10,6,50,
451103020,1989,1,,,,
451103031,1997,1,,,60,
451103041,1997,1,,,60,
451103041,2004,1,,,300,
451103042,1997,1,,,,
451103043,1997,1,,,30,
451103043,2000,1,,,,
451103043,2004,1,,,,
451103044,2000,1,,,,
451104005,1997,1,,,,0
451104006,2004,1,,,,
451104008,2000,1,,,,
451104009,2000,1,,,,
451104011,1991,1,,,20,
451104011,1993,1,,,,
451104013,2000,1,,,,
451104015,1989,1,24,7,0,
451104015,1993,1,,,,0
451104102,2006,1,,,,
451105113,2006,1,,,200,
451201003,1989,1,,0,200,15
451201003,1991,1,,,17,5
451201006,1989,1,,,,
451201007,1989,1,,0,100,
451201007,1991,1,,,60,0
451201008,1989,1,,,,
451201009,1989,1,,,,
451201014,1993,1,,,,4
451201017,1989,1,,,,
451201048,2000,1,,,100,
451201061,2000,1,,,,
451201062,2004,1,,,50,
451202002,1989,1,9,6,50,10
451202003,1989,1,,,100,4
451202003,1993,1,,,100,5
451202004,1989,1,9,6,80,40
451202004,1991,1,,,20,5
451202005,1989,1,9,6,100,5
451202005,1991,1,,,140,
451202007,1997,1,,,120,
451202008,1991,1,,,63,50
451202008,1993,1,,,69,
451202009,1991,1,,,40,
451202009,1993,1,,,35,
451202010,1989,1,,,,
451202011,1989,1,,0,,
451202011,1991,1,,,200,
451202011,1993,1,,,100,
451202014,1989,1,,0,,
451202015,2000,1,,,180,
451202016,1989,1,,6,50,
451202016,1991,1,,,25,
451202016,1993,1,,,60,
451202018,1989,1,,,,
451202020,1989,1,,,,
451202041,1997,1,,,6,
451203002,1989,1,,0,10,
451203004,1989,1,,0,20,
451203005,1989,1,,0,100,0
451203005,1991,1,,,40,
451203008,1991,1,,,26,
451203008,2000,1,,,,0
451203010,2006,1,,,100,
451203011,1989,1,24,7,200,
451203011,1991,1,,,40,
451203011,1993,1,,,29,
451203012,2000,1,,,60,
451203013,1989,1,,0,80,
451203013,1991,1,,,15,
451203014,2004,1,,,,
451203015,1989,1,,0,,
451203015,1991,1,,,17,
451203017,1989,1,,,,
451203017,2000,1,,,300,1
451203019,2000,1,,,300,
451203019,2006,1,,,,
451203061,2000,1,,,,
451204006,1989,1,,,50,
451204006,2004,1,,,,
451204009,1991,1,,,20,
451204010,1993,1,,,,
451204011,2000,1,,,,
451204013,2000,1,,,,0
451204013,2004,1,,,100,
451204014,1991,1,,,14,
451204020,1991,1,,,0,
451204043,2000,1,,,,
451204045,2000,1,,,,
452101001,1989,2,,,14,
452101001,1991,2,,,15,
452101006,1989,2,,,0,
452101006,1991,2,,,50,
452101007,1989,2,,,0,
452101007,1991,2,,,30,
452101009,1989,2,,,0,
452101009,1991,2,,,30,12
452101009,1993,2,,,60,
452101011,1989,2,,,30,
452101013,1989,2,8,6,0,
452101014,1989,2,,,0,
452101014,1991,2,,,60,
452101015,1989,2,24,7,0,
452101019,1993,2,,,,
452102001,1997,2,,,3,0
452102001,2000,2,,,90,
452102001,2004,2,,,,
452102002,2000,2,,,80,
452102003,1989,2,,,20,
452102004,1989,2,,,20,
452102006,1989,2,,0,,
452102007,1989,2,,,,
452102009,2004,2,,,100,
452102009,2006,2,,,250,
452102010,1989,2,,0,0,
452102012,1989,2,,,,
452102015,1989,2,1,7,0,
452102020,1989,2,,,,
452102101,2006,2,,,500,
452102103,2006,2,,,100,
452103001,1989,2,,,20,
452103002,1989,2,,,30,
452103003,1989,2,,,12,
452103004,2000,2,,,,
452103004,2004,2,,,70,
452103006,2004,2,,,100,
452103008,1989,2,,0,10,
452103010,2006,2,,,80,
452103012,2000,2,,,30,
452103020,1989,2,,,10,
452103042,2000,2,,,18,
452103043,2000,2,,,,
452103061,2000,2,,,,
452103062,2000,2,,,,
452103064,2004,2,,,103,
452104005,2000,2,,,30,
452104005,2004,2,,,,
452104005,2006,2,,,120,
452104006,2000,2,,,,
452104006,2004,2,,,150,
452104007,2000,2,,,100,
452104007,2006,2,,,100,
452104008,2000,2,,,,
452104013,2000,2,,,70,
452104016,1989,2,4,3,0,
452104017,2006,2,,,150,
452104018,2006,2,,,150,
452104020,2004,2,,,100,
452104020,2006,2,,,70,
452105005,1997,2,,,90,
452105008,2000,2,,,,
452105009,2006,2,,,30,
452105012,2000,2,,,,
452105013,2006,2,,,800,
452105081,2004,2,,,120,
452105084,2004,2,,,120,
452201001,1989,2,8,6,20,
452201005,1989,2,7,6,15,
452201005,1993,2,,,25,
452201008,1989,2,,,,
452201009,1989,2,6,6,70,
452201009,1991,2,,,45,
452201012,1993,2,,,150,
452201012,1997,2,,,8,
452201013,2000,2,,,150,
452201014,1993,2,,,76,
452201019,1989,2,5,7,0,
452201019,1993,2,,,20,
452201043,1997,2,,,36,
452201043,2000,2,,,,
452201061,2004,2,,,98,
452202001,1989,2,12,7,0,
452202002,1989,2,12,7,60,
452202005,2000,2,,,30,
452202007,2000,2,,,30,
452202017,1989,2,3,7,0,
452202018,2000,2,,,,
452202044,1997,2,,,30,
452202081,2006,2,,,120,
452203005,1989,2,,0,0,
452203005,2000,2,,,15,
452203007,1993,2,,,10,
452203013,1989,2,4,5,21,
452203015,2000,2,,,5,
452203017,1989,2,24,7,0,
452203018,2000,2,,,2,
452203042,2000,2,,,48,
452203043,2006,2,,,100,
452203061,2006,2,,,250,
452203101,2006,2,,,120,
452204001,2000,2,,,5,
452204002,1989,2,,0,,
452204002,1993,2,,,15,
452204003,1989,2,,0,,
452204003,1993,2,,,20,
452204007,2000,2,,,30,
452204007,2004,2,,,80,
452204012,1993,2,,,20,
452204013,1997,2,,,80,
452204014,1993,2,,,0,15
452204015,1989,2,,,,
452204015,1993,2,,,15,
452204019,1989,2,,,0,
452204019,1991,2,,,20,
452204020,1989,2,,0,100,
452204061,2000,2,,,80,
452204082,2006,2,,,120,
452204101,2006,2,,,150,
452301002,1991,2,,,60,
452301002,1993,2,,,60,
452301002,1997,2,,,96,
452301004,1993,2,,,86,36
452301005,2004,2,,,,
452301005,2006,2,,,350,
452301008,1997,2,,,100,
452301009,1997,2,,,130,
452301011,1991,2,,,50,
452301013,1993,2,,,,
452301013,2006,2,,,60,
452301015,1989,2,,,,
452301015,1991,2,,,30,10
452301015,1993,2,,,35,5
452301019,2000,2,,,90,
452301019,2006,2,,,160,
452301041,1997,2,,,150,
452302001,1991,2,,,10,
452302002,1989,2,,0,,
452302003,2004,2,,,,
452302003,2006,2,,,,
452302004,1989,2,,0,,
452302005,1989,2,,0,,
452302006,2000,2,,,,
452302012,1997,2,,,,
452302013,2000,2,,,,0
452302016,1997,2,,,50,
452302019,1989,2,,,4,
452302081,2004,2,,,100,
452303002,1993,2,,,,
452303005,2006,2,,,90,
452303008,1989,2,,0,10,
452303011,2006,2,,,15,
452303014,1991,2,,,9,
452303014,1993,2,,,17,
452303015,2000,2,,,,
452303042,2006,2,,,100,
452303081,2006,2,,,100,
452303082,2006,2,,,40,
452304004,2004,2,,,,
452304004,2006,2,,,20,
452304006,2006,2,,,200,
452304013,2000,2,,,,
452304017,2004,2,,,50,
452304017,2006,2,,,10,
452304018,2004,2,,,200,
452401001,1989,2,24,2,40,
452401003,1989,2,8,6,0,
452401004,1989,2,,,40,8
452401008,1989,2,,0,0,
452401008,2000,2,,,,
452401009,2000,2,,,,
452401009,2004,2,,,,
452401010,2000,2,,,300,
452401011,1991,2,,,460,
452401013,1989,2,,,,
452401015,1989,2,8,6,40,10
452401015,1993,2,,,60,
452401019,1989,2,10,6,66,
452401020,1989,2,,,,
452401048,2006,2,,,,
452401051,2000,2,,,,
452401051,2004,2,,,119,
452402004,1989,2,,,,
452402004,1993,2,,,20,
452402005,1989,2,,,,
452402006,1989,2,,,,
452402007,1989,2,0,,,
452402008,1989,2,,,,
452402009,1997,2,,,100,
452402010,1997,2,,,100,0
452402013,1989,2,,,,
452402014,2006,2,,,80,
452402015,1989,2,24,0,0,
452402015,1991,2,,,10,
452402015,2006,2,,,9,
452402016,1989,2,,,0,
452402017,1989,2,,,,
452402017,1993,2,,,,
452402018,1989,2,,,180,
452402018,1993,2,,,140,
452402020,1989,2,,,20,
452402020,1993,2,,,100,
452402021,1989,2,,,200,
452402042,1997,2,,,200,
452403001,1989,2,,,,
452403001,1991,2,,,90,
452403001,1993,2,,,,
452403001,1997,2,,,,
452403001,2000,2,,,150,
452403002,1989,2,,,,
452403002,1991,2,,,100,
452403002,1993,2,,,70,
452403003,1989,2,,,,
452403003,1991,2,,,45,
452403004,1989,2,4,6,20,
452403004,1991,2,,,8,
452403004,1993,2,,,20,
452403005,1989,2,,,,
452403005,2004,2,,,,
452403005,2006,2,,,,
452403006,2000,2,,,,1
452403006,2006,2,,,100,
452403007,1989,2,4,7,10,
452403008,1989,2,,,,
452403008,1997,2,,,50,
452403009,1993,2,,,60,
452403010,1989,2,8,6,150,
452403010,1991,2,,,50,
452403012,1989,2,,,60,
452403012,1991,2,,,90,
452403012,1993,2,,,40,
452403013,1989,2,9,6,,
452403013,1991,2,,,35,
452403013,1993,2,,,,
452403018,1989,2,,0,30,
452403018,1991,2,,,6,
452403019,1997,2,,,,
452403020,1989,2,,0,5,
452403041,2000,2,,,30,0
452404001,1989,2,,0,20,
452404003,2000,2,,,,
452404005,1989,2,5,6,0,
452404007,1997,2,,,,
452404007,2000,2,,,50,
452404008,1989,2,,,,
452404009,2004,2,,,80,
452404009,2006,2,,,70,
452404015,2006,2,,,50,
452404017,1989,2,,,,
452404017,1993,2,,,136,
452404018,1989,2,,,4,
452404019,1989,2,,,,
452404041,1997,2,,,30,
452404041,2000,2,,,150,0
452404042,2000,2,,,20,0
452404061,2000,2,,,100,
521101001,1991,1,,,100,
521101008,1989,1,,,0,
521101009,1989,1,,,0,
521101018,1989,1,8,4,22,
521101018,1991,1,,,50,
521102004,1991,1,,,20,15
521102005,1989,1,,,50,2.5
521102005,1991,1,,,5,15
521102008,1989,1,,,0,
521102010,1989,1,,,0,
521102011,1993,1,,,100,
521102013,1989,1,9,6,80,
521102015,1993,1,,,150,
521102018,1989,1,,,0,
521102018,1991,1,,,40,0
521102020,1989,1,,,,
521103001,1991,1,,,13,
521103003,1993,1,,,,
521103006,1989,1,,,0,4
521103006,1993,1,,,30,
521103010,1989,1,,,0,
521103018,1989,1,,,0,
521103019,1989,1,,,0,
521104001,1989,1,,,3,
521104001,1991,1,,,20,
521104004,1989,1,,,0,
521104007,1989,1,,,3,
521104011,1989,1,,,100,
521104014,1989,1,,,100,
521104017,1989,1,,,0,
521104019,1989,1,,,0,
521104019,1991,1,,,15,
521104020,1989,1,,,0,
521105003,1997,1,,,78,
521106004,1997,1,,,80,
521106011,2000,1,,,150,
521106016,2004,1,,,300,
521106016,2006,1,,,800,
521106017,2006,1,,,200,
521106018,2000,1,,,100,
521106018,2004,1,,,300,
521107003,2004,1,,,300,
521107003,2006,1,,,300,
521107006,2000,1,,,30,
521107009,2000,1,,,100,
521107009,2004,1,,,150,
521107009,2006,1,,,300,
521107011,2000,1,,,150,
521107011,2004,1,,,100,
521107011,2006,1,,,300,
521107012,1997,1,,,100,
521107013,1997,1,,,75,
521107015,2000,1,,,130,
521107019,2000,1,,,120,
521107020,1997,1,,,80,
521107061,2000,1,,,50,
521108001,1997,1,,,100,
521108004,1997,1,,,20,
521108008,2000,1,,,200,0
521108009,1997,1,,,100,
521108011,1997,1,,,10,
521108011,2000,1,,,50,
521108016,2006,1,,,200,
521108017,2004,1,,,,
521108082,2004,1,,,,
521108082,2006,1,,,30,
521108083,2004,1,,,,
521109002,2000,1,,,300,5
521109016,2000,1,,,350,
521109017,2000,1,,,115,
521109084,2004,1,,,500,
521109087,2004,1,,,300,
521201002,1989,1,,,15,
521201002,1991,1,,,11,
521201002,1993,1,,,70,
521201003,1989,1,8,6,0,
521201003,1991,1,,,10,
521201004,1989,1,8,6,0,
521201006,1997,1,,,60,
521201007,1989,1,,,0,
521201007,1991,1,,,7,
521201007,1993,1,,,0,
521201008,1989,1,6,7,50,
521201008,1991,1,,,35,
521201008,1993,1,,,0,
521201008,2000,1,,,150,
521201009,1989,1,6,6,0,
521201009,1991,1,,,25,
521201010,1989,1,,,0,
521201010,1991,1,,,35,
521201011,1989,1,,6,0,
521201011,1991,1,,,5,
521201012,1989,1,,,0,
521201012,1991,1,,,15,
521201013,1989,1,8,6,0,
521201013,1991,1,,,15,
521201015,1989,1,,,0,
521201016,1989,1,,0,0,
521201016,1991,1,,,15,
521201016,2000,1,,,120,
521201018,2004,1,,,200,
521201020,1989,1,,,0,
521201041,1997,1,,,0,
521201041,2000,1,,,50,
521201061,2004,1,,,600,
521201061,2006,1,,,300,
521202004,1991,1,,,11,
521202006,1989,1,,,0,
521202008,1989,1,,,0,
521202008,2000,1,,,20,
521202008,2004,1,,,80,
521202009,2000,1,,,15,
521202010,1989,1,,,0,
521202010,1991,1,,,10,
521202010,2006,1,,,70,
521202011,1989,1,,,0,
521202011,1991,1,,,20,
521202011,1993,1,,,10,
521202011,2006,1,,,,11
521202012,1989,1,,,0,
521202013,1989,1,,,0,
521202014,1989,1,,,0,
521202014,1997,1,,,200,
521202014,2000,1,,,100,
521202015,1989,1,,,0,
521202016,1989,1,,,0,
521202016,1991,1,,,25,
521202017,1989,1,,,0,
521202017,1991,1,,,25,
521202017,1993,1,,,0,
521202018,1989,1,,,0,
521202019,1991,1,,,25,
521202020,1989,1,,,0,
521202020,1991,1,,,25,
521202042,1997,1,,,60,
521203001,1989,1,,,0,
521203002,1989,1,,,0,
521203004,1989,1,,,0,
521203011,2000,1,,,,
521203015,2004,1,,,150,
521203016,2000,1,,,30,
521203019,2000,1,,,20,
521203019,2004,1,,,100,
521203020,1989,1,,,0,
521204002,1997,1,,,10,
521204004,1989,1,0,0,0,
521204005,1989,1,0,0,0,
521204007,1989,1,,,0,
521204008,1989,1,0,0,0,
521204009,1989,1,,,0,
521204081,2006,1,,,,
522101001,1989,2,10,6,0,
522101003,1997,2,,,60,
522101003,2000,2,,,,
522101008,1989,2,,,0,
522101011,1989,2,,,0,
522101015,2000,2,,,150,
522101018,1997,2,,,,
522101020,1989,2,,,0,
522101020,1991,2,,,14,
522101062,2000,2,,,100,
522102004,1997,2,,,,
522102004,2000,2,,,,
522102004,2004,2,,,20,
522102005,1997,2,,,30,
522102014,2000,2,,,,
522102018,2006,2,,,50,
522103004,2004,2,,,30,
522103004,2006,2,,,600,
522103006,2000,2,,,2,
522103006,2006,2,,,480,
522103007,2000,2,,,5,
522103020,2006,2,,,100,
522104006,1989,2,,3,0,
522104009,2000,2,,,,
522104009,2004,2,,,50,
522104015,1993,2,,,8,
522104016,1989,2,12,2,0,
522201002,2000,2,,,70,
522201005,2000,2,,,10,
522201006,1989,2,,,0,
522201006,1991,2,,,10,
522201011,2000,2,,,30,
522201014,1993,2,,,20,
522201015,1997,2,,,80,
522201016,1989,2,,,0,
522201016,1991,2,,,10,
522201018,1989,2,,,0,
522201018,1993,2,,,,
522201020,2000,2,,,,
522201061,2000,2,,,70,
522201062,2006,2,,,90,
522202002,1997,2,,,,
522202002,2000,2,,,,3
522202003,2004,2,,,60,
522202003,2006,2,,,300,
522202005,2000,2,,,20,
522202006,2000,2,,,70,
522202008,2000,2,,,20,
522202009,2000,2,,,60,
522202012,2000,2,,,30,
522202012,2004,2,,,70,
522202015,2000,2,,,60,
522202019,2004,2,,,30,
522202019,2006,2,,,,
522202020,1993,2,,,12,
522202020,2006,2,,,,
522202061,2000,2,,,30,
522202063,2000,2,,,60,
522202064,2006,2,,,250,
522203001,1989,2,6,6,10,
522203005,1989,2,,,0,
522203007,1989,2,,,,
522203007,2000,2,,,5,
522203007,2006,2,,,48,
522203012,1997,2,,,,
522203012,2000,2,,,100,
522203013,1989,2,10,7,0,
522203020,2000,2,,,,
522203041,2000,2,,,50,
522203041,2006,2,,,80,
522203061,2000,2,,,60,
522204001,2006,2,,,180,
522204003,2006,2,,,15,
522204006,2006,2,,,300,
522204010,1997,2,,,20,
522204010,2000,2,,,16,
522204011,2000,2,,,20,
522204011,2006,2,,,100,
522204018,1997,2,,,40,
522204061,2006,2,,,10,
522204062,2000,2,,,15,
522204062,2006,2,,,50,
522301001,2004,2,,,100,
522301001,2006,2,,,103,
522301002,2004,2,,,150,
522301002,2006,2,,,250,
522301006,1993,2,,,150,0
522301006,1997,2,,,80,
522301007,1993,2,,,,0
522301008,2000,2,,,100,
522301009,2000,2,,,100,
522301010,2000,2,,,120,
522301011,2000,2,,,60,
522301012,1989,2,6,6,24,
522301012,1991,2,,,45,
522301017,1989,2,1,3,0,
522301018,1989,2,1,1,0,
522301019,1989,2,,,0,
522301042,2000,2,,,20,
522301043,2000,2,,,100,
522301102,2006,2,,,200,
522302001,1993,2,,,40,
522302002,2004,2,,,,15
522302004,2000,2,,,20,
522302004,2004,2,,,30,
522302004,2006,2,,,,
522302006,2004,2,,,100,
522302008,2000,2,,,30,
522302017,1989,2,,,0,
522302018,1989,2,,,0,
522302042,2000,2,,,20,
522302043,2000,2,,,10,
522303001,2000,2,,,20,
522303001,2004,2,,,60,
522303001,2006,2,,,,
522303002,1989,2,,0,0,
522303002,2006,2,,,,
522303003,2004,2,,,60,
522303003,2006,2,,,50,
522303004,2000,2,,,10,
522303005,2006,2,,,100,
522303008,2000,2,,,55,
522303009,2000,2,,,6,
522303009,2006,2,,,30,
522303012,1991,2,,,5,
522303013,2004,2,,,200,
522303018,1989,2,4,2,0,
522303018,2000,2,,,100,
522303043,2000,2,,,100,
522303044,2000,2,,,10,
522303044,2006,2,,,50,
522303081,2006,2,,,,
522303082,2004,2,,,50,
522303101,2006,2,,,60,
522304002,2004,2,,,30,
522304002,2006,2,,,60,
522304004,1989,2,,,0,
522304005,1993,2,,,,
522304005,2006,2,,,120,
522304007,1989,2,3,6,0,
522304009,2006,2,,,110,
522304010,2006,2,,,,14
522304011,1993,2,,,0,
522304014,1993,2,,,,
522304015,2000,2,,,20,
522304016,1997,2,,,20,
522304016,2000,2,,,10,
522304019,1989,2,,,,
522304020,1993,2,,,0,
522304031,2000,2,,,30,
522304061,2006,2,,,120,
522304101,2006,2,,,150,
522401003,1997,2,,,120,
522401012,1993,2,,,,
522401012,1997,2,,,100,
522401017,2000,2,,,200,
522401018,2000,2,,,300,
522401019,1997,2,,,,
522401019,2000,2,,,250,
522401043,2000,2,,,60,
522401043,2006,2,,,,
522401062,2000,2,,,136,
522401064,2000,2,,,,
522401101,2006,2,,,150,
522402002,2000,2,,,100,
522402003,2004,2,,,40,
522402004,1997,2,,,80,
522402004,2000,2,,,60,
522402008,2004,2,,,100,
522402010,1997,2,,,30,
522402010,2000,2,,,80,
522402015,2000,2,,,60,
522402020,2000,2,,,100,
522402020,2006,2,,,300,
522402041,1997,2,,,30,
522402082,2004,2,,,480,
522403002,1997,2,,,,
522403010,2000,2,,,60,
522403014,2000,2,,,40,
522403014,2004,2,,,,
522403016,2000,2,,,80,
522403017,2004,2,,,100,
522403062,2000,2,,,40,
522403062,2004,2,,,70,
522403081,2004,2,,,,
522404001,1997,2,,,15,
522404002,1989,2,4,6,0,
522404003,2000,2,,,20,
522404005,1989,2,,,0,
522404006,2000,2,,,,
522404009,1989,2,,,0,
522404017,1997,2,,,99,
522404020,2004,2,,,100,
522404041,2000,2,,,60,
522404041,2004,2,,,50,
